Age,Sex,Height ,Reason,SBF,EBF,Starting,Ending,CI,API,ACI,AFI,Sleep,HealthFactors,BMR
13,Female,60,Losing fat,19,19,110,114,1200,88,39,115,9.4,No,1030
14,Female,69,Losing fat,37,19,132,90,1947,69,25,46,6.0,No,1260
29,Male,65,Gaining muscle,15,26,120,117,4045,75,30,72,5.7,No,1321
17,Male,74,Gaining muscle,37,20,195,133,3862,149,55,24,4.1,No,1030
24,Male,51,Losing fat,18,16,101,90,1501,54,25,164,6.4,No,1030
44,Female,69,Gaining muscle,19,25,170,128,2312,60,30,72,5.2,No,1106
40,Female,59,Losing fat,21,14,171,129,2089,79,75,22,11.0,No,1030
13,Male,76,Gaining muscle,34,23,195,150,3084,225,25,151,7.5,No,1292
62,Female,51,Gaining muscle,22,18,118,118,2075,79,25,115,6.1,No,2226
19,Male,60,Losing fat,20,21,107,124,1529,64,95,87,5.5,No,1030
27,Male,68,Gaining muscle,45,27,195,100,3138,70,25,90,8.6,No,1169
13,Female,50,Gaining muscle,33,21,157,145,1607,61,25,227,7.6,No,1030
49,Male,65,Losing fat,16,16,126,213,2393,88,54,475,8.8,No,2363
46,Female,53,Losing fat,32,15,112,128,2930,51,25,80,5.4,No,1468
13,Male,66,Gaining muscle,19,18,192,90,3582,83,137,359,7.3,No,1030
37,Female,52,Losing fat,23,17,166,183,2491,83,77,72,5.5,No,1675
31,Male,59,Gaining muscle,27,27,177,103,4026,84,25,90,5.4,No,1577
40,Female,53,Losing fat,22,12,101,166,2997,68,25,52,7.6,No,1566
21,Male,62,Gaining muscle,17,19,176,211,2987,129,35,113,6.7,No,1734
13,Female,50,Losing fat,13,16,123,90,1363,51,25,22,6.3,No,1030
41,Male,55,Gaining muscle,22,21,161,90,1845,76,25,22,7.8,No,1601
23,Male,65,Gaining muscle,35,22,174,90,2285,78,31,194,10.7,No,1665
13,Female,62,Losing fat,17,16,100,97,2990,57,26,64,6.3,No,1030
62,Male,71,Losing fat,23,21,195,131,3613,90,55,82,7.8,No,3500
21,Female,50,Losing fat,29,30,100,90,1317,89,27,22,11.0,No,1086
45,Male,52,Gaining muscle,26,24,155,151,4300,210,66,475,5.3,No,1262
52,Male,67,Gaining muscle,17,30,186,191,2480,207,72,34,5.0,No,1680
34,Male,67,Losing fat,20,13,111,187,4138,138,30,138,6.7,No,3500
56,Male,64,Losing fat,22,28,175,121,2353,153,85,33,7.2,No,1086
13,Female,65,Losing fat,28,21,113,90,2151,51,25,63,5.3,No,1578
32,Female,63,Gaining muscle,36,13,120,144,3921,145,121,63,7.6,No,1216
47,Female,69,Gaining muscle,18,22,118,102,2224,177,25,59,11.0,No,3161
13,Female,62,Losing fat,36,19,100,132,1325,51,25,22,11.0,No,1030
17,Male,58,Losing fat,25,21,126,121,2869,51,36,36,11.0,No,1705
13,Male,56,Losing fat,34,20,171,139,2265,84,25,65,11.0,No,1898
24,Male,69,Gaining muscle,13,28,184,165,2393,225,27,92,9.2,No,1593
14,Female,54,Losing fat,33,25,125,93,2656,142,64,36,7.5,No,1030
20,Female,50,Losing fat,22,20,170,171,1887,90,26,343,10.8,No,1739
28,Female,66,Gaining muscle,17,20,119,113,1834,225,25,63,11.0,No,1585
13,Male,67,Gaining muscle,12,20,178,140,3997,89,53,131,11.0,No,2382
13,Female,50,Losing fat,20,21,100,90,3512,77,33,105,6.2,No,1030
25,Male,76,Gaining muscle,19,19,127,124,2980,219,72,134,5.7,No,2055
13,Male,52,Gaining muscle,31,23,147,124,1915,72,26,72,6.1,No,1719
14,Female,62,Losing fat,23,20,112,132,2444,82,25,91,11.0,No,1491
13,Male,50,Losing fat,20,16,165,90,2880,147,25,89,6.8,No,1187
33,Female,67,Losing fat,38,24,113,90,2082,89,51,55,6.5,No,1030
13,Female,58,Gaining muscle,16,23,100,124,1844,67,81,92,11.0,No,1030
48,Male,57,Losing fat,22,16,112,173,2273,87,31,110,4.9,No,1394
14,Female,60,Gaining muscle,22,12,121,90,3135,82,25,45,6.9,No,1030
13,Female,61,Losing fat,20,22,151,127,2765,57,38,27,7.6,No,1193
33,Male,71,Gaining muscle,17,18,136,201,1733,225,37,174,11.0,No,1824
53,Male,67,Gaining muscle,17,17,195,167,2868,144,129,130,11.0,No,2081
20,Female,58,Losing fat,35,28,120,93,2370,70,81,22,7.0,No,1313
20,Female,59,Gaining muscle,34,17,162,90,1589,55,25,31,11.0,No,1030
17,Female,50,Gaining muscle,38,14,160,141,2209,87,42,61,11.0,No,1030
18,Male,56,Gaining muscle,20,15,167,114,4300,107,25,160,6.8,No,3500
24,Female,50,Losing fat,19,20,100,90,1977,53,25,22,5.5,No,1085
13,Female,50,Gaining muscle,23,24,121,106,2443,66,25,407,7.7,No,1030
13,Female,70,Losing fat,33,30,149,205,1917,73,40,82,8.1,No,1062
58,Male,69,Gaining muscle,16,22,195,138,3353,56,25,69,5.2,No,2109
17,Female,61,Gaining muscle,30,19,125,90,4220,76,120,67,11.0,No,1504
13,Female,50,Losing fat,21,27,153,90,2437,135,51,45,11.0,No,1173
21,Female,54,Gaining muscle,19,15,188,198,2666,73,123,143,7.8,No,3050
13,Male,59,Gaining muscle,20,17,189,137,3261,78,40,121,7.3,No,1326
14,Female,67,Losing fat,36,22,146,124,1912,137,36,32,6.4,No,1030
13,Male,52,Gaining muscle,30,16,120,111,2123,225,45,158,7.2,No,1892
59,Female,64,Losing fat,15,19,119,125,2915,81,54,172,10.2,No,1846
64,Male,63,Gaining muscle,18,20,192,213,3194,99,126,44,6.8,No,1879
19,Female,65,Gaining muscle,38,27,160,132,4300,55,25,22,5.9,No,1030
13,Female,50,Losing fat,29,24,100,90,1200,51,25,23,6.3,No,1393
41,Female,59,Gaining muscle,22,21,118,90,1466,62,25,459,7.7,No,1595
13,Male,67,Gaining muscle,14,12,135,137,4300,95,189,475,9.0,No,2095
28,Female,66,Losing fat,39,30,116,188,4300,225,47,92,11.0,No,1030
17,Female,68,Losing fat,45,19,195,90,2385,66,25,94,8.9,No,1251
13,Male,55,Gaining muscle,18,19,126,122,1990,51,60,22,4.4,No,1608
28,Male,68,Gaining muscle,21,30,180,127,4179,112,130,113,5.4,No,1613
34,Male,67,Gaining muscle,25,17,194,181,4300,101,25,53,8.5,No,1601
13,Female,67,Losing fat,32,26,195,133,3499,87,71,28,10.0,No,1177
22,Female,50,Losing fat,36,19,100,106,2633,121,25,45,8.1,No,1030
14,Male,53,Losing fat,22,19,147,90,2699,61,39,221,5.9,No,1030
13,Female,61,Losing fat,16,20,150,102,2007,175,49,155,9.2,No,1030
27,Male,76,Gaining muscle,16,23,195,93,2596,122,43,72,6.7,No,1743
13,Female,71,Losing fat,22,25,175,124,1523,68,62,312,7.6,No,1245
25,Female,50,Losing fat,16,18,147,90,1603,52,27,44,7.7,No,1030
13,Male,50,Gaining muscle,19,18,170,98,4059,76,92,123,5.0,No,1545
64,Female,66,Gaining muscle,22,16,167,90,2366,134,61,110,6.8,No,1634
40,Male,63,Gaining muscle,20,27,177,144,3495,88,52,113,11.0,No,1345
13,Female,50,Gaining muscle,13,19,120,208,2039,225,25,82,5.1,No,1192
57,Female,54,Losing fat,22,19,145,103,2602,86,25,46,11.0,No,1030
13,Male,70,Gaining muscle,21,24,179,225,2721,69,33,72,7.2,No,1959
24,Male,56,Gaining muscle,20,17,185,135,2168,98,25,156,11.0,No,1030
13,Female,64,Losing fat,13,17,118,175,4300,135,75,96,4.7,No,1533
22,Male,66,Gaining muscle,19,25,138,198,4300,144,67,83,9.9,No,1355
16,Male,50,Losing fat,19,19,128,90,3927,57,97,43,4.4,No,1456
20,Female,58,Gaining muscle,23,19,127,127,1610,78,85,63,9.9,No,1239
18,Female,61,Gaining muscle,21,15,101,128,2308,59,93,261,5.6,No,1167
13,Female,50,Gaining muscle,22,20,108,90,1832,51,42,85,4.8,No,2491
27,Female,51,Gaining muscle,23,20,147,119,1289,69,25,22,7.3,No,1499
28,Male,62,Losing fat,24,21,179,133,3047,150,25,22,10.7,No,2202
14,Male,61,Gaining muscle,19,22,180,90,1364,225,25,112,10.2,No,2150
13,Female,50,Losing fat,16,29,140,110,2220,51,86,37,11.0,No,1267
20,Female,60,Gaining muscle,45,16,158,116,4176,225,25,25,7.6,No,1827
13,Female,50,Losing fat,23,15,100,140,1200,105,25,70,5.8,No,1180
13,Female,53,Losing fat,42,26,116,90,1790,80,25,66,11.0,No,1056
13,Male,60,Gaining muscle,16,17,125,103,1875,66,33,90,11.0,No,1030
65,Male,62,Losing fat,27,25,111,117,2552,87,106,427,7.2,No,1102
13,Female,50,Losing fat,23,20,100,99,1200,115,25,26,7.4,No,1030
13,Male,55,Losing fat,31,30,143,90,1251,73,58,22,11.0,No,1148
32,Male,66,Gaining muscle,33,16,181,222,2395,139,81,194,7.4,No,1309
62,Female,69,Losing fat,23,15,195,137,2398,225,101,442,11.0,No,1407
30,Female,61,Losing fat,23,25,120,105,1750,78,43,72,8.4,No,1188
17,Female,55,Losing fat,45,24,109,90,1200,71,41,38,5.6,No,1030
20,Female,61,Gaining muscle,21,30,149,135,1935,141,96,75,5.8,No,1087
13,Female,54,Gaining muscle,20,19,112,90,2261,69,33,86,7.8,No,1271
33,Female,56,Gaining muscle,34,30,133,90,1343,64,27,46,8.0,No,1211
54,Female,56,Gaining muscle,37,15,170,118,2045,128,41,105,11.0,No,1647
20,Female,71,Gaining muscle,15,27,166,121,2314,65,91,110,7.3,No,1051
49,Female,59,Gaining muscle,21,25,185,97,3049,225,68,44,8.2,No,1030
20,Female,51,Losing fat,23,24,146,159,1634,80,25,27,5.8,No,1919
16,Female,55,Losing fat,24,24,120,90,2193,69,25,22,11.0,No,1030
23,Male,66,Gaining muscle,12,12,195,221,3681,154,30,475,8.4,No,2258
38,Female,57,Losing fat,21,21,124,130,2251,72,25,34,5.2,No,1735
19,Male,62,Gaining muscle,21,19,179,90,2982,82,37,152,5.9,No,1030
71,Male,68,Gaining muscle,19,14,195,134,2970,140,91,63,5.1,No,1375
42,Female,69,Losing fat,18,17,166,181,1925,142,55,62,7.3,No,1030
13,Female,50,Losing fat,35,18,113,123,1200,62,25,120,8.3,No,1247
48,Female,71,Losing fat,45,26,182,90,2057,90,25,24,9.6,No,1096
13,Female,50,Losing fat,18,21,106,139,2171,120,25,40,7.9,No,1030
13,Female,56,Losing fat,32,20,163,90,3824,84,90,22,6.0,No,1030
36,Male,63,Losing fat,20,19,145,90,2018,191,53,108,9.0,No,1243
57,Male,57,Gaining muscle,20,12,169,146,2953,54,115,116,4.5,No,2170
52,Female,58,Gaining muscle,19,16,162,90,4300,116,144,104,5.1,No,1807
19,Male,70,Gaining muscle,31,14,174,95,2908,98,49,111,6.6,No,1392
13,Female,64,Losing fat,18,12,195,90,1216,77,25,118,7.9,No,1224
41,Male,56,Gaining muscle,14,21,181,131,2245,119,83,114,11.0,No,1492
17,Female,69,Gaining muscle,32,13,103,124,4300,102,33,107,10.1,No,1643
72,Male,76,Gaining muscle,24,17,126,138,4210,155,88,39,11.0,No,1179
21,Female,51,Gaining muscle,45,19,188,90,3066,139,25,61,5.4,No,1463
18,Male,65,Gaining muscle,24,19,136,197,4300,88,45,60,6.4,No,1628
20,Female,51,Losing fat,15,21,124,93,1553,63,35,66,10.6,No,1422
26,Male,63,Losing fat,30,24,171,90,2320,127,49,25,11.0,No,1030
21,Female,66,Gaining muscle,30,30,143,90,2553,79,25,22,7.9,No,1030
22,Male,58,Losing fat,23,13,169,123,1884,76,25,81,6.4,No,1953
13,Female,71,Losing fat,21,30,121,90,1200,135,25,22,4.8,No,1488
13,Female,51,Gaining muscle,24,26,151,128,1646,121,30,22,9.5,No,1056
58,Male,53,Gaining muscle,19,27,171,90,2623,122,31,64,5.1,No,1712
14,Female,50,Gaining muscle,17,26,110,124,1928,54,26,22,5.7,No,1155
37,Male,67,Losing fat,19,22,169,116,2254,225,25,25,11.0,No,1646
53,Female,63,Gaining muscle,34,30,121,180,2360,225,68,54,11.0,No,1601
16,Male,62,Gaining muscle,20,20,112,144,3024,210,50,103,4.8,No,1320
13,Female,67,Gaining muscle,26,12,124,90,2333,221,63,68,5.4,No,1178
13,Female,52,Losing fat,32,20,120,125,1697,81,57,91,7.3,No,1036
30,Male,70,Losing fat,14,18,125,101,4300,142,36,74,6.8,No,1615
38,Female,54,Losing fat,45,23,131,90,1518,75,25,66,7.7,No,1030
13,Female,62,Gaining muscle,19,17,128,90,1200,55,25,33,7.7,No,1780
37,Male,64,Gaining muscle,45,21,191,173,2859,79,50,30,6.3,No,1633
58,Male,60,Losing fat,19,18,160,90,1802,75,25,97,8.4,No,1884
13,Female,61,Losing fat,20,30,140,128,1881,62,25,22,7.9,No,1207
22,Female,54,Gaining muscle,19,21,103,107,1707,58,25,56,11.0,No,1030
13,Male,59,Gaining muscle,17,12,129,142,4300,192,381,102,11.0,No,1030
13,Female,64,Gaining muscle,19,14,116,90,2252,88,126,36,6.1,No,1030
50,Female,55,Losing fat,24,20,192,184,1877,99,25,22,6.4,No,1030
18,Male,64,Gaining muscle,16,15,179,135,4300,54,33,69,7.4,No,1473
13,Male,62,Gaining muscle,18,19,118,117,3676,68,34,354,6.8,No,1403
31,Male,60,Gaining muscle,20,26,120,182,3253,93,99,102,5.9,No,1030
14,Female,67,Gaining muscle,23,19,132,90,1200,84,25,50,11.0,No,1151
14,Female,59,Losing fat,21,20,161,96,2221,80,42,242,5.7,No,1331
24,Male,68,Gaining muscle,14,15,163,91,2471,63,70,93,8.5,No,1637
13,Female,54,Losing fat,33,22,178,90,2477,51,94,22,7.5,No,1071
18,Male,72,Gaining muscle,32,18,118,137,4300,58,59,77,6.9,No,1030
37,Female,75,Gaining muscle,20,12,167,111,4300,142,89,73,9.3,No,2544
40,Male,71,Gaining muscle,28,15,188,223,3978,134,241,77,6.0,No,1368
37,Female,55,Gaining muscle,21,13,107,93,2847,225,75,110,7.1,No,1850
33,Female,65,Losing fat,38,22,159,136,2775,80,36,22,11.0,No,1416
60,Female,63,Losing fat,23,23,175,101,2480,86,25,36,11.0,No,1979
13,Female,59,Gaining muscle,37,30,110,114,3941,72,30,22,11.0,No,2750
27,Female,50,Gaining muscle,20,15,166,95,2287,84,31,85,7.7,No,1247
51,Male,70,Gaining muscle,14,18,175,90,1710,223,64,137,11.0,No,1585
24,Female,62,Losing fat,35,15,124,90,1232,147,25,22,11.0,No,1030
21,Female,55,Gaining muscle,22,18,166,107,2525,81,25,32,11.0,No,1833
60,Male,69,Gaining muscle,28,28,172,155,2835,139,42,475,11.0,No,1985
17,Male,68,Gaining muscle,12,14,146,90,1546,66,25,127,5.3,No,1560
31,Male,50,Losing fat,34,24,100,120,2164,51,25,52,8.1,No,1630
13,Male,69,Gaining muscle,17,28,181,201,3851,78,63,42,2.2,No,1030
27,Female,50,Losing fat,21,19,118,90,3952,92,53,92,9.9,No,1289
20,Female,50,Losing fat,17,17,100,90,1884,72,25,73,9.2,No,1108
13,Male,52,Gaining muscle,19,26,102,149,1663,109,56,53,5.6,No,1105
20,Male,59,Gaining muscle,18,25,106,128,2892,86,77,133,5.3,No,1075
27,Female,60,Gaining muscle,19,17,111,197,1912,106,94,70,7.2,No,1030
56,Female,65,Gaining muscle,36,23,146,131,1725,59,81,41,10.9,No,1092
25,Female,53,Gaining muscle,38,17,125,100,3468,83,61,22,10.8,No,1034
46,Female,57,Gaining muscle,18,16,115,90,2585,75,25,35,10.4,No,1075
63,Male,65,Gaining muscle,17,30,188,120,4300,155,56,65,10.6,No,1035
16,Male,72,Gaining muscle,15,30,174,118,1949,75,25,64,5.7,No,1030
36,Male,50,Losing fat,18,25,155,108,2841,126,27,66,7.6,No,1211
31,Female,51,Losing fat,17,22,176,90,1200,184,25,35,5.8,No,1030
29,Male,50,Losing fat,21,20,128,131,2205,75,35,285,7.1,No,1442
22,Female,53,Gaining muscle,20,20,126,90,2459,60,50,22,7.4,No,1563
18,Male,60,Losing fat,24,26,160,120,2699,64,25,32,7.3,No,1030
15,Female,61,Losing fat,36,16,111,137,4300,127,25,45,7.5,No,3268
35,Male,53,Gaining muscle,37,12,180,90,2193,75,25,22,5.3,No,1249
13,Female,68,Losing fat,36,30,180,116,1920,85,25,170,6.8,No,1293
13,Male,60,Losing fat,34,22,115,130,1912,91,25,89,5.9,No,1751
30,Female,56,Gaining muscle,17,20,153,95,2831,95,25,305,8.8,No,3429
13,Male,62,Losing fat,23,14,164,187,2287,70,125,132,11.0,No,1806
28,Male,72,Gaining muscle,23,24,195,145,4132,77,99,22,4.8,No,1331
52,Female,62,Gaining muscle,29,23,195,112,2202,84,52,82,7.1,No,1321
28,Female,53,Losing fat,22,26,188,108,1436,55,25,121,6.2,No,1694
13,Female,50,Losing fat,24,29,129,134,3246,56,25,105,8.7,No,1072
18,Female,56,Gaining muscle,20,24,126,112,2478,61,25,86,11.0,No,1342
15,Male,64,Losing fat,24,20,128,119,2673,123,51,22,5.2,No,1268
13,Female,50,Gaining muscle,33,19,104,124,2219,51,40,307,6.9,No,1359
13,Female,52,Gaining muscle,16,18,100,117,2621,68,71,232,5.8,No,1310
36,Male,68,Gaining muscle,11,21,112,97,3438,92,151,88,7.4,No,1639
43,Female,50,Losing fat,45,26,140,90,1200,74,25,22,11.0,No,1291
13,Male,64,Gaining muscle,17,21,177,200,2570,80,25,127,6.8,No,1048
45,Female,53,Gaining muscle,35,12,152,135,3745,88,62,118,7.2,No,1393
21,Female,50,Losing fat,45,14,117,181,1794,125,25,78,11.0,No,1308
19,Male,63,Gaining muscle,17,17,125,143,3728,79,58,79,5.0,No,1551
13,Female,62,Gaining muscle,26,30,129,90,1727,51,25,22,6.1,No,1050
32,Male,69,Gaining muscle,22,12,125,218,2446,140,78,122,5.8,No,1369
28,Female,63,Losing fat,21,20,185,90,2570,101,45,40,5.8,No,1233
38,Male,66,Losing fat,21,23,168,131,1200,62,55,88,11.0,No,1030
13,Female,54,Losing fat,20,13,100,125,1200,62,25,100,11.0,No,1208
17,Female,62,Losing fat,15,17,140,132,2706,100,51,475,5.9,No,1873
13,Female,50,Losing fat,30,22,142,90,1628,51,43,113,6.2,No,1030
13,Male,52,Gaining muscle,16,23,158,90,1620,77,212,58,5.6,No,3500
32,Female,68,Losing fat,18,19,163,198,2339,87,77,22,8.0,No,1030
28,Male,65,Gaining muscle,30,20,122,165,1478,73,83,79,3.2,No,1801
13,Male,66,Gaining muscle,17,20,110,134,1926,187,78,44,3.8,No,1430
29,Female,55,Losing fat,25,23,154,90,3119,131,46,22,10.7,No,1490
30,Female,60,Losing fat,23,21,167,130,1960,103,25,31,11.0,No,1279
13,Male,66,Gaining muscle,20,23,126,148,3480,90,87,177,7.3,No,1650
24,Female,50,Losing fat,23,17,119,119,3174,165,25,36,5.6,No,1951
46,Male,63,Gaining muscle,19,18,195,101,2215,225,95,109,4.6,No,1468
49,Female,67,Gaining muscle,19,19,122,138,2143,64,25,217,11.0,No,1070
34,Female,57,Gaining muscle,22,21,191,90,1873,90,25,50,7.4,No,1900
29,Male,59,Gaining muscle,14,17,118,126,3430,128,75,475,7.1,No,2951
22,Male,61,Losing fat,17,18,147,143,2370,101,82,48,7.3,No,1209
22,Female,71,Gaining muscle,17,26,117,93,2374,122,97,39,6.3,No,1380
61,Female,55,Losing fat,24,30,126,90,1698,129,25,39,11.0,No,1030
73,Female,63,Losing fat,19,14,110,198,1789,75,47,104,5.4,No,1307
58,Female,60,Losing fat,22,23,188,133,1538,154,25,59,8.7,No,1272
17,Female,50,Gaining muscle,21,21,178,93,2109,79,25,22,6.0,No,1033
13,Female,50,Gaining muscle,20,16,100,94,2139,51,25,65,11.0,No,1349
13,Female,55,Gaining muscle,21,18,195,119,2170,67,25,56,11.0,No,1501
13,Male,60,Gaining muscle,24,23,167,90,2191,108,48,22,5.6,No,1782
13,Male,61,Gaining muscle,17,18,126,99,3527,83,31,417,5.4,No,1675
22,Female,66,Gaining muscle,23,15,159,90,2406,51,32,24,11.0,No,1030
38,Female,69,Gaining muscle,18,24,182,143,3875,225,59,475,7.1,No,2277
13,Male,61,Gaining muscle,31,18,127,194,2456,142,83,71,6.5,No,2093
13,Male,57,Gaining muscle,20,14,169,101,3436,91,54,41,11.0,No,1673
16,Female,63,Gaining muscle,20,18,113,124,4300,74,78,129,5.5,No,1583
13,Female,54,Losing fat,19,17,129,90,1805,81,27,38,8.8,No,1584
47,Female,51,Losing fat,32,19,108,128,2367,130,64,83,10.8,No,1186
27,Male,50,Losing fat,34,18,100,90,2207,54,25,74,11.0,No,1503
30,Female,50,Gaining muscle,20,24,180,116,1750,225,31,73,5.5,No,1304
64,Female,50,Losing fat,34,24,108,127,2221,225,63,369,5.5,No,1359
34,Female,50,Losing fat,30,19,100,129,1419,137,67,243,11.0,No,1100
43,Male,72,Gaining muscle,19,15,106,220,3822,94,106,114,11.0,No,1399
24,Male,71,Gaining muscle,23,14,180,143,3529,225,70,77,10.0,No,1291
13,Female,63,Gaining muscle,18,23,155,100,1912,74,52,111,5.6,No,1708
13,Female,64,Losing fat,24,30,100,98,2340,131,25,22,11.0,No,1217
23,Male,62,Gaining muscle,20,27,195,190,2151,225,38,40,11.0,No,2475
46,Male,64,Gaining muscle,15,24,160,108,4285,146,25,108,4.4,No,1757
13,Female,50,Gaining muscle,15,13,186,108,1841,131,29,57,6.9,No,1156
13,Female,50,Losing fat,37,29,106,137,1753,51,42,22,6.1,No,1030
47,Male,62,Losing fat,14,30,120,103,2567,81,78,366,7.4,No,1744
22,Male,70,Losing fat,15,23,119,101,2496,88,64,66,5.5,No,1066
13,Female,65,Losing fat,31,26,105,90,1249,81,45,91,7.8,No,1030
14,Female,64,Losing fat,19,24,172,114,2120,66,175,103,11.0,No,1592
73,Female,56,Losing fat,21,17,104,137,2605,212,65,463,8.1,No,1030
27,Female,50,Gaining muscle,20,22,119,104,2471,122,63,61,11.0,No,1030
33,Male,69,Gaining muscle,17,18,128,130,1776,72,61,76,7.1,No,1520
13,Male,63,Gaining muscle,23,12,195,93,2688,51,43,41,5.4,No,2233
37,Male,50,Gaining muscle,13,16,114,90,2386,64,25,111,11.0,No,1668
38,Male,61,Gaining muscle,27,16,117,136,3837,175,32,155,6.9,No,1420
28,Female,50,Gaining muscle,23,16,149,122,2138,84,25,56,7.4,No,1729
13,Female,50,Losing fat,36,18,147,90,1857,51,25,25,9.9,No,1030
31,Female,61,Losing fat,15,22,111,117,1364,61,25,97,10.4,No,1621
19,Female,51,Losing fat,40,21,194,131,2637,95,25,25,7.4,No,1030
25,Male,61,Gaining muscle,29,27,184,110,2277,51,66,342,7.8,No,1718
41,Male,63,Gaining muscle,16,18,195,153,3034,95,153,442,7.4,No,1481
53,Male,56,Gaining muscle,14,15,127,178,4300,83,107,117,11.0,No,1030
16,Female,55,Gaining muscle,20,20,165,175,2313,82,97,334,6.0,No,1469
48,Female,71,Losing fat,20,19,165,143,1534,113,82,273,5.8,No,1699
18,Male,73,Gaining muscle,18,20,160,196,1983,225,29,140,9.7,No,1338
45,Male,68,Gaining muscle,31,17,173,142,2209,51,73,174,7.0,No,3366
43,Male,58,Losing fat,19,16,186,101,1549,189,80,93,5.0,No,1561
41,Male,72,Gaining muscle,21,18,193,107,1824,225,29,131,10.7,No,1852
19,Female,51,Losing fat,18,21,100,91,1531,51,25,22,7.1,No,1030
13,Female,66,Losing fat,20,22,181,106,2970,92,25,50,6.2,No,1267
40,Female,58,Gaining muscle,37,23,110,108,2215,209,38,22,11.0,No,1030
21,Female,58,Losing fat,21,28,102,170,2178,73,68,22,7.3,No,1512
28,Male,65,Gaining muscle,18,15,195,111,4300,115,81,129,7.6,No,1668
13,Female,66,Gaining muscle,45,15,126,121,1200,225,25,22,7.1,No,2079
14,Female,50,Losing fat,18,24,100,90,2700,207,134,475,7.7,No,1703
61,Male,68,Gaining muscle,45,19,127,131,3326,85,25,81,7.3,No,1958
26,Male,50,Gaining muscle,22,23,186,90,2495,138,25,50,6.2,No,1844
62,Male,72,Gaining muscle,11,14,139,219,4300,82,61,443,6.1,No,2230
13,Female,55,Losing fat,24,20,115,110,2864,174,51,70,11.0,No,1192
46,Female,50,Losing fat,33,20,152,188,1382,75,53,38,5.5,No,1030
29,Female,50,Losing fat,35,26,149,90,1782,71,73,112,5.6,No,1079
24,Male,52,Losing fat,29,23,180,164,4300,55,25,36,9.3,No,1063
13,Male,66,Losing fat,34,13,154,138,2266,94,25,475,5.7,No,1513
43,Male,55,Gaining muscle,20,30,144,157,2964,190,64,60,5.6,No,1438
15,Female,57,Losing fat,22,14,111,90,1200,95,25,63,5.4,No,1245
13,Female,56,Losing fat,24,30,132,150,2118,53,55,22,6.4,No,1030
13,Male,74,Gaining muscle,20,27,195,184,3370,85,122,104,11.0,No,1209
55,Male,50,Losing fat,12,18,195,90,1200,82,99,99,6.8,No,2128
54,Male,63,Losing fat,15,23,149,106,2128,109,25,108,7.4,No,1345
15,Female,57,Losing fat,23,28,115,129,2092,107,25,54,7.4,No,1030
37,Female,66,Gaining muscle,23,22,109,90,2137,84,25,36,7.5,No,1039
16,Male,50,Gaining muscle,21,14,103,103,2833,76,35,22,3.3,No,1462
13,Female,51,Losing fat,37,30,136,101,1364,123,25,65,11.0,No,1424
13,Female,50,Losing fat,19,15,100,90,2492,52,86,50,11.0,No,1030
13,Female,61,Losing fat,16,20,159,92,1863,112,55,39,11.0,No,1030
41,Male,68,Gaining muscle,21,13,109,198,2757,99,68,42,4.6,No,1391
61,Male,68,Gaining muscle,27,19,193,146,4300,225,199,116,7.2,No,2184
29,Male,68,Gaining muscle,20,15,141,140,3431,78,127,150,7.6,No,1813
38,Female,56,Gaining muscle,14,16,142,90,2186,82,25,59,11.0,No,1030
14,Female,53,Losing fat,14,16,165,119,3493,74,101,92,5.6,No,1030
13,Male,55,Gaining muscle,21,17,130,191,4300,83,78,134,6.9,No,1814
18,Male,63,Losing fat,21,12,137,130,4300,87,49,148,10.9,No,2198
39,Female,69,Gaining muscle,45,25,139,117,2244,93,25,85,8.4,No,1312
25,Female,67,Losing fat,24,18,175,141,2734,77,74,22,5.6,No,1637
42,Male,67,Gaining muscle,15,13,131,159,4300,225,105,96,7.8,No,3257
13,Male,65,Gaining muscle,28,16,132,123,2887,122,105,112,4.9,No,1509
33,Male,67,Gaining muscle,11,15,183,197,4293,81,53,54,4.7,No,2512
13,Female,50,Gaining muscle,45,29,100,90,1812,60,25,22,7.6,No,1030
31,Female,63,Gaining muscle,24,23,127,92,3056,53,25,22,4.8,No,1340
23,Female,63,Gaining muscle,21,15,195,136,2579,123,72,22,5.0,No,1657
21,Female,64,Losing fat,20,30,122,90,1459,71,25,41,11.0,No,1742
60,Female,54,Losing fat,38,30,172,123,2690,88,165,38,7.6,No,1187
23,Female,60,Losing fat,34,17,142,97,3724,152,25,22,6.9,No,1182
31,Male,65,Gaining muscle,18,15,174,138,1844,143,36,139,4.7,No,3500
30,Female,63,Losing fat,16,19,109,94,2059,92,25,97,5.4,No,1681
13,Female,52,Losing fat,18,30,131,125,1778,78,25,110,6.0,No,1119
13,Female,50,Losing fat,24,19,100,90,1544,68,25,22,9.1,No,1030
53,Female,50,Losing fat,24,23,104,93,2109,138,25,59,5.4,No,1317
67,Male,64,Gaining muscle,19,18,174,121,3236,225,51,132,4.8,No,1566
47,Female,67,Losing fat,19,18,181,93,2524,117,44,429,6.0,No,1596
13,Female,51,Gaining muscle,18,21,161,120,1749,159,50,77,11.0,No,1030
62,Male,71,Gaining muscle,44,17,191,139,2548,101,25,71,11.0,No,1674
13,Male,69,Losing fat,35,22,121,118,1823,62,33,250,5.9,No,1030
49,Female,67,Losing fat,38,23,191,105,1832,77,40,74,5.8,No,1042
21,Male,70,Gaining muscle,20,17,122,176,4300,83,25,40,6.6,No,2103
